airport_name,airport_code,city_code,city_name,country_name
Zhaotong,ZAT,ZAT,Zhaotong,China
Tianzhushan,AQG,AQG,v,China
Jinggangshan,JGS,JGS,Ji an,China
Mingyueshan,YIC,YIC,Yichun (Jiangxi),China
Xingyi,ACX,ACX,Xingyi,China
Nanchong Gaoping Airport,NAO,NAO,Nanchong,China
Yanan Ershilipu Airport,ENY,ENY,Shaanxi,China
Korla Airport,KRL,KRL,Bayingol,China
Hotan Airport,HTN,HTN,Hotan,China
Longyan Guanzhishan Airport,LCX,LCX,Longyan,China
Yushu Batang Airport,YUS,YUS,Yushu,China
Huaihua Zhijiang Airport,HJJ,HJJ,Huaihua,China
Aksu Airport,AKU,AKU,Aksu,China
Qingyang Airport,IQN,IQN,Qingyang,China
Anshan Tengao Airport,AOG,AOG,Anshan,China
Luzhou Arpt,LZO,LZO,Luzhou,China
Changbaishan Airport,NBS,NBS,Baishan,China
Baoshan Arpt,BSD,BSD,Baoshan,China
Nanyuan Arpt,NAY,BJS,Beijing,China
Hebei Handan,HDG,HDG,Handan,China
Dali Arpt,DLU,DLU,Dali City,China
Dandong Arpt,DDG,DDG,Dandong,China
Xingtai Airport,XNT,XNT,Xingtai,China
Xuzhou Arpt,XUZ,XUZ,Xuzhou,China
Yangzhou Taizhou Arpt,YTY,YTY,Yangzhou,China
Yanji Arpt,YNJ,YNJ,Yanji,China
Yibin Airport,YBP,YBP,Yibin,China
Yining Arpt,YIN,YIN,Yining,China
Yulin Airport,UYN,UYN,Yulin,China
Zhongwei Airport,ZHY,ZHY,Zhongwei,China
Girardot Arpt,GIR,GIR,Girardot,Colombia
Jurado Arpt,JUO,JUO,Jurado,Colombia
Enrique Olaya Herrara,EOH,MDE,Medellin,Colombia
Cano Arpt,PSO,PSO,Pasto,Colombia
Puerto Leguizamo Arpt,LQM,LQM,Puerto Leguizamo,Colombia
Tarapaca Arpt,TCD,TCD,Tarapaca,Colombia
Tauramena Arpt,TAU,TAU,Tauramena,Colombia
Tolu Arpt,TLU,TLU,Tolu,Colombia
Manono Arpt,MNO,MNO,Manono,Congo
N Dolo Airport,NLO,FIH,Kinshasa,Congo
Limon Arpt,LIO,LIO,Limon,Costa Rica
Puerto Jimenez ARPT,PJM,PJM,Puerto Jimenez,Costa Rica
Punta Renes Arpt,JAP,JAP,Punta Renes,Costa Rica
Tobias Bolanos Intl,SYQ,SJO,San Jose,Costa Rica
Guanacaste Arpt,SZC,SZC,Santa Cruz,Costa Rica
Tamarindo Arpt,TNO,TNO,Tamarindo,Costa Rica
Tambor Arpt,TMU,TMU,Tambor,Costa Rica
Tortuquero Arpt,TTQ,TTQ,Tortuquero,Costa Rica
Fortuna Arpt,FON,FON,Fortuna,Costa Rica
Kawama Arpt,VRO,VRO,Matanzas,Cuba
Guantanamo NAS,NBW,GAO,Guantanamo,Cuba
Trinidad CU Arpt,TND,TND,Trinidad,Cuba
Siguanea Arpt,SZJ,SZJ,Siguanea,Cuba
Nicosia Airport,NIC,NIC,Nicosia,Cyprus
Marianske Lazne Arpt,MKA,MKA,Marianske Lazne,Czech Republic
Holesov Airport,GTW,GTW,Zlin,Czech Republic
Prague Main Railway Station,XYG,XYG,Prague,Czech Republic
Uherske Hradiste Kunovice Arpt,UHE,UHE,Uherske Hradiste,Czech Republic
Ostrava Main Rail Station,XJV,OSR,Ostrava,Czech Republic
Odense Bus Service,ZIM,ODE,Odense,Denmark
Esbjerg Railway Station,ZBB,EBJ,Esbjerg,Denmark
Laeso Airport,BYR,BYR,Laeso Island,Denmark
Odense Railroad Station,ZBQ,ODE,Odense,Denmark
Aalborg Rail Station,ZTG,AAL,Aalborg,Denmark
AARHUS RAIL STATION,AJH,AAR,Aarhus,Denmark
Aarhus Rail Station,ZJH,AAR,Aarhus,Denmark
Aarhus Bus Service,ZID,AAR,Aarhus,Denmark
Copenhagen Rail Station,ZGH,CPH,Copenhagen,Denmark
Skive Arpt,SQW,SQW,Skive,Denmark
Kive Railway Station,ZKN,SQW,Skive,Denmark
Vojens Railway Station,XJE,SKS,Skrydstrup,Denmark
Sonderborg Railway Stn,QSG,SGD,Sonderborg,Denmark
Barahona Arpt,BRX,BRX,Barahona,Dominican Republic
Cabo Rojo Airport,CBJ,CBJ,Cabo Rojo,Dominican Republic
Dr Joaquin Balaguer,JBQ,JBQ,Higuero,Dominican Republic
San Cristobal Airport,SCY,SCY,San Cristobal,Ecuador
Cotapaxi Intl Arpt,LTX,LTX,Latacunga,Ecuador
,SEW,SEW,Siwa,Egypt
Al Arish International,AAC,AAC,El Arish,Egypt
Dakhla Arpt,DAK,DAK,Dakhla Oasis,Egypt
Wilwal International Airport,JIJ,JIJ,Jijiga,Ethiopia
Ba Arpt,BFJ,BFJ,Ba City,Fiji
Helsinki Malmi Arpt,HEM,HEL,Helsinki,Finland
Ylivieska Arpt,YLI,YLI,Ylivieska,Finland
Utti Arpt,UTI,UTI,Kouvola,Finland
Garda de I Est,XHP,PAR,Paris,France
Aix en Provence Rail Station,QXB,QXB,Aix En Provence,France
Angers Railway Stattion,QXG,ANE,Angers,France
Arras Arpt,QRV,QRV,Arras,France
Vals Lanas Arpt,OBS,OBS,Aubenas,France
Branches airport,AUF,AUF,Auxerre,France
Gare de Bordeaux,ZFQ,BOD,Bordeaux,France
Bourges Arpt,BOU,BOU,Bourges,France
Laberandie Arpt,ZAO,ZAO,Cahors,France
Aeroport Calais Dunkerque,CQF,CQF,Calais,France
Frethun Railway Station,XFF,XFF,Calais City,France
Croisette Heliport,JCA,CEQ,Cannes,France
Le Vieux Port Harbour,QYW,CEQ,Cannes,France
Le Pontreau Arpt,CET,CET,Cholet,France
Parvaud Arpt,CNG,CNG,Cognac,France
Creil Arpt,CSF,CSF,Creil,France
Dieppe Arpt,DPE,DPE,Dieppe,France
Railway Service,XED,XED,Disneyland Paris Rail,France
Evreux Arpt,EVX,EVX,Evreux,France
Frejus Arpt,FRJ,FRJ,Frejus,France
Tallard Arpt,GAT,GAT,Gap France,France
Merville Calonne Arpt,HZB,HZB,Hazebrouck,France
Montoir Arpt,LBY,LBY,La Baule,France
Les Ajoncs Arpt,EDM,EDM,La Roche,France
Entrammes,LVA,LVA,Laval,France
Arnage Arpt,LME,LME,Le Mans,France
Le Mans Railway Station,ZLN,LME,Le Mans,France
Talmont Arpt,LSO,LSO,Les Sables,France
Lille Flanders Rail Service,XFA,LIL,Lille,France
Europe Railway Service,XDB,LIL,Lille,France
British Rail Terminal,ZLX,LYS,Lyon,France
Lyon Perrache,XYL,LYS,Lyon,France
Port Dieu Rail Station,XYD,LYS,Lyon,France
Marseille Rail Station,XRF,MRS,Marseille,France
Albert Arpt,BYF,BYF,Meaulte,France
Megeve Arpt,MVV,MVV,Megeve,France
Brenoux Airport,MEN,MEN,Mende,France
Frescaty Airport,MZM,MZM,Metz,France
Railway Station Metz,XZI,ETZ,Metz Nancy,France
Montpellier Railway Station,XPJ,MPL,Montpellier,France
Morlaix Arpt,MXN,MXN,Morlaix,France
Mulhouse,MHL,EAP,Mulhouse Basel,France
Basel/Mullhouse Rail Service,ZBA,EAP,Mulhouse Basel,France
Basel/Mullhouse SBB Rail Service,ZDH,EAP,Mulhouse Basel,France
Essey Airport,ENC,ENC,Nancy,France
Nantes Rail Station,QJZ,NTE,Nantes,France
Souche Airport,NIT,NIT,Niort,France
Orleans Arpt,ORE,ORE,Orleans,France
Disneyland Paris Heliport,DLP,PAR,Paris,France
Aerogare Des Invalides,XEX,PAR,Paris,France
Villacoublay Velizy,VIY,PAR,Paris,France
PARIS MASSY TGV,XJY,PAR,Paris,France
Gare Montparnasse Arpt,XGB,PAR,Paris,France
Gare du Nord Railway Station,XPG,PAR,Paris,France
Issy Les Moulineaux Arpt,JDP,PAR,Paris,France
Poitiers Rail Station,XOP,PIS,Poitiers,France
Cormeille En Vexin,POX,POX,Pontoise,France
Propriano Arpt,PRP,PRP,Propriano,France
Champagne Railway Station,XIZ,RHE,Reims,France
Gare de Rennes,ZFJ,RNS,Rennes,France
Soissons Railway Station,XSS,XSS,Soissons,France
Montoir Airport,SNR,SNR,St Nazaire,France
St Tropez Hlpt,JSZ,LTT,St Tropez,France
Harbourarpt,XPZ,LTT,St Tropez,France
St Pierre Corps Rail St,XSH,TUF,Tours,France
Tours France Railway Station,XJT,TUF,Tours,France
Toussus Le Noble Arpt,TNF,TNF,Toussus Le Noble,France
Barberey airport,QYR,QYR,Troyes,France
Valence Railway Station,XHK,VAF,Valence,France
Muecon Arpt,VNE,VNE,Vannes,France
Charmeil Arpt,VHY,VHY,Vichy,France
Saint Laurent du Maroni Arpt,LDX,LDX,Saint Laurent du Maroni,French Guiana
Rimatara Airport,RMT,RMT,Rimatara,French Polynesia
Rail Station Reutlingen,ZPP,ZPP,Reutlingen,Germany
Ramsteim Arpt,RMS,RMS,Ramstein,Germany
Peenemuende Arpt,PEF,PEF,Peenemuende,Germany
Osnabrueck Rail Service,ZPE,ZPE,Osnabruck,Germany
Oberammergau Airport,ZOX,ZOX,Oberammergau,Germany
Cuxhaven Arpt,NDZ,NDZ,Nordholz Spieka,Germany
Neumuenster Arpt,EUM,EUM,Neumuenster,Germany
Neubrandenburg Arpt,FNB,FNB,Neubrandenburg,Germany
Munich HBF Railway Service,ZMU,MUC,Munich,Germany
Mittenwald Airport,QWD,QWD,Mittenwald,Germany
Mannheim Neuostheim,MHG,MHG,Mannheim Germany,Germany
Lahr Arpt,LHA,LHA,Lahr,Germany
Baden Rail Station,ZCC,FKB,Karlsruhe Baden Baden,Germany
Heidelberg Arpt,HDB,HDB,Heidelberg,Germany
Hanover Messe BF Railway Stn,ZVM,HAJ,Hanover,Germany
Hamburg Railway Service,ZMB,HAM,Hamburg,Germany
Guetersloh Arpt,GUT,GUT,Gutersloh,Germany
Guettin Arpt,GTI,GTI,Guettin,Germany
Fritzlar Airbase,FRZ,FRZ,Fritzlar,Germany
Frankfurt HBF Railway Service,ZRB,FRA,Frankfurt,Germany
Neu Isenburg Arpt,QGV,FRA,Frankfurt,Germany
Schaferhaus Arpt,FLF,FLF,Flensburg,Germany
Eisenach Arpt,EIB,EIB,Eisenach,Germany
Cologne Railroad Station,QKL,CGN,Cologne,Germany
Bitburg Air Base,BBJ,BBJ,Bitburg,Germany
Bielefeld Arpt,BFE,BFE,Bielefeld,Germany
Berlin Zoo Railway Station,QWC,BER,Berlin,Germany
Berlin Hauptbahnof Railway St,QPP,BER,Berlin,Germany
Berlin Railway Station,QWB,BER,Berlin,Germany
Aachen Merzbruck Arpt,AAH,AAH,Aachen,Germany
Wilhelmshaven Arpt,WVN,WVN,Wilhelmshaven,Germany
Air Base,WIE,UWE,Wiesbaden,Germany
Trier Arpt,ZQF,ZQF,Trier,Germany
Stuttgart Railway Service,ZWS,STR,Stuttgart,Germany
Wallmuhle,RBM,RBM,Straubing,Germany
Spangdahlem Air Base,SPM,SPM,Spangdahlem,Germany
Sonneberg Railway Station,ZSG,ZSG,Sonneberg,Germany
Siegerland Arpt,SGE,SGE,Siegen,Germany
Parchim Arpt,SZW,ZSR,Schwerin,Germany
Saarbruecken Rail Station,QFZ,SCN,Saarbruecken,Germany
Riesa Railway Station,ZRX,ZRX,Riesa,Germany
Goehlis Arpt,IES,ZRX,Riesa,Germany
Bonn Railroad Station,BNJ,BNJ,Bonn,Germany
Agrinion Arpt,AGQ,AGQ,Agrinion,Greece
Alexion Arpt,PKH,PKH,Portoheli,Greece
Sparta Arpt,SPJ,SPJ,Sparta,Greece
Alluitsup Paa Arpt,LLU,LLU,Alluitsup Paa,Greenland
Qaqortoq Arpt,JJU,JJU,Qaqortoq,Greenland
Qaarsut Arpt,JQA,JQA,Qaarsut,Greenland
Narsaq Heleport,JNS,JNS,Narsaq,Greenland
Groennedal Heliport,JGR,JGR,Groennedal,Greenland
Maniitsoq Heleport,JSU,JSU,Maniitsoq,Greenland
Marigot Seaplane Base,MSB,MSB,Marigot St Martin,Guadeloupe
Baillif Arpt,BBR,BBR,Basse Terre,Guadeloupe
Grand Case Arpt,CCE,CCE,Saint Martin,Guadeloupe
Agana NAS,NGM,GUM,Guam,Guam
Anderson Air Force Base,UAM,GUM,Guam,Guam
USCG Shore Street Guam,NRV,GUM,Guam,Guam
Las Vegas Airport,LCF,LCF,Rio Dulce,Guatemala
Playa Grand Arpt,PKJ,PKJ,Playa Grande,Guatemala
Puerto Barrios Arpt,PBR,PBR,Puerto Barrios,Guatemala
Base Aerea Del Sur Arpt,RER,RER,Retalhuleu,Guatemala
El Peten Arpt,TKM,TKM,Tikal,Guatemala
Paruima Airport,PRR,PRR,"Paruima, Guyana",Guyana
Jeremie,JEE,JEE,Jeremie,Haiti
Cauquira Arpt,CDD,CDD,Cauquira,Honduras
Palmerola Air Base,XPL,XPL,Comayagua,Honduras
Tela Arpt,TEA,TEA,Tela,Honduras
Hong Kong Heliport,HHP,HKG,Hong Kong,Hong Kong
Deli Area Railway Stations,XXJ,BUD,Budapest,Hungary
Deli Area Railway Stattions,XXQ,BUD,Budapest,Hungary
Gyor Airport,QGY,QGY,Gyor,Hungary
Miskolc Arpt,MCQ,MCQ,Miskolc,Hungary
Pecs Arpt,PEV,PEV,Pecs,Hungary
Reykjavik Domestic Arpt,RKV,REK,Reykjavik,Iceland
Balurghat Airport,RGH,RGH,Balurghat,India
Along Airport,IXV,IXV,Along,India
khowai Airport,IXN,IXN,khowai,India
Zero Airport,ZER,ZER,Zero,India
Warangalairport,WGC,WGC,Warangal,India
Thanjavur Air Force Station,TJV,TJV,Thanjavur,India
Ratnagiri Airport,RTC,RTC,Ratnagiri,India
Purnea Airport,PUI,PUI,Purnea,India
Muzzafarpur Airport,MZU,MZU,Muzzafarpu,India
Ujjain,UJA,UJA,Ujjain,India
Amreli,XAM,XAM,Amreli,India
Muirpur Airport,MUI,MUI,Muirpur Airport,India
Kumarakom,XKU,XKU,Kumarakom,India
Alleppey,XLL,XLL,Alleppey,India
Kailashahar,IHX,IHX,Kailashahar,India
Bhadrapur Airport,BDP,BDP,Bhadrapur,Nepal
Kamalpur Airport,IXQ,IXQ,Kamalpur,India
Daparizo Airport,DAE,DAE,Daparizo,India
Amahai Airport,AHI,AHI,Amahai,Indonesia
Kertajati Intl,KJT,KJT,Majalengka,Indonesia
Namlea Arpt,NAM,NAM,Namlea,Indonesia
Ardabil Arpt,ADU,ADU,Ardabil,Iran
Khorramabad Arpt,KHD,KHD,Khorramabad,Iran
Shahre Kord Arpt,CQD,CQD,Shahre Kord,Iran
Castlebridge Arpt,WEX,WEX,Wexford,Ireland
St Angelo Arpt,ENK,ENK,Enniskillen,Ireland
Kiryat Shmona Arpt,KSW,KSW,Kiryat Shmona,Israel
Yotvata Arpt,YOT,YOT,Yotvata,Israel
Santa Lucia Railway Station,XVQ,VCE,Venice,Italy
Campoformido Arpt,UDN,UDN,Udine,Italy
M A Grottag Arpt,TAR,TAR,Taranto,Italy
San Giovanni Rotondo Arpt,GBN,GBN,San Giovanni Rotondo,Italy
San Domino Island Arpt,TQR,TQR,San Domino Island,Italy
Salerno Offline Point,QSR,QSR,Salerno,Italy
Peschiei Arpt,PEJ,PEJ,Peschiei,Italy
Roma Tiburtina Rail Station,IRT,IRT,Rome,Italy
Bologona Central Rail Station,IBT,IBT,Bologona,Italy
Padova Arpt,QPA,QPA,Padova,Italy
NJ Metro Park Railway Station,ZME,NAP,Naples,Italy
Beverello Harbour,ZMF,NAP,Naples,Italy
Mergellina Railway Station,ZMI,NAP,Naples,Italy
Mergellina Harbour,ZMJ,NAP,Naples,Italy
Cadorna Train Station Milan,XNC,MIL,Milan,Italy
Belluno Arpt,BLX,BLX,Belluno,Italy
Aviano Airbase,AVB,AVB,Aviano,Italy
Corrado Gex Arpt,AOT,AOT,Aosta,Italy
Vicenza Railway Station,VNZ,VNZ,Vicenza,Italy
Harbour Airport,PRJ,PRJ,Capri,Italy
Segrate Arpt,SWK,MIL,Milan,Italy
Marina Di Massa Arpt,QMM,QMM,Marina Di Massa,Italy
Lucca Arpt,LCV,LCV,Lucca,Italy
Galatina Arpt,LCC,LCC,Lecce,Italy
Ischia Arpt,ISH,ISH,Ischia,Italy
Sm Novella Railway Station,ZMS,FLR,Florence,Italy
Vieste Arpt,VIF,VIF,Vieste,Italy
Vicenza Arpt,VIC,VIC,Vicenza,Italy
Porta Nuova Railway Station,XIX,VRN,Verona,Italy
Yokohama Airport,YOK,YOK,Yokohama,Japan
Yokota AFB,OKO,TYO,Tokyo,Japan
Shonai Arpt,SYO,SYO,Shonai,Japan
Mount Fuji Shizuoka Arpt,FSZ,FSZ,Shizuoka City,Japan
Kadena AFB,DNA,OKA,Okinawa,Japan
Naha AFB,AHA,OKA,Okinawa,Japan
Odate Noshiro Arpt,ONJ,ONJ,Odate Noshiro,Japan
Nagoya Komaki Arpt,NKM,NGO,Nagoya,Japan
NOGOYA EK BUS STATION,NGY,NGO,Nagoya,Japan
Kyoto Arpt,UKY,UKY,Kyoto,Japan
Kokura Arpt,KKJ,KKJ,Kita Kyushu,Japan
Iwami Arpt,IWJ,IWJ,Iwami,Japan
Hiroshima West Arpt,HIW,HIJ,Hiroshima,Japan
Hachinohe Arpt,HHE,HHE,Hachinohe,Japan
Fukushima Arpt,FKS,FKS,Fukushima,Japan
Atsugi Naval Air Station,NJA,NJA,Atsugi,Japan
Metropolitan area2,TYO,TYO,"Tokyo, Honshu",Japan
Maan Arpt,MPQ,MPQ,Maan,Jordan
Petropavlovsk Arpt,PPK,PPK,Petropavlovsk,Kazakhstan
Kakamega Airport,GGM,GGM,Kakamega,Kenya
Lokichoggio Arpt,LKG,LKG,Lokichoggio,Kenya
Diani Airport,UKA,UKA,Ukunda,Kenya
Olkiombo Airstrip,OLX,OLX,"Olkiombo, Kenya",Kenya
Seoul Ab,SSN,SEL,Seoul,Korea
Mokpo Arpt,MPK,MPK,Mokpo,Korea
Kunsan Arpt,KUV,KUV,Kunsan,Korea
Chuja Heliport,JCJ,CJU,Jeju City,Korea
Seogwipo Heliport,JSP,CJU,Jeju City,Korea
Suwon Arpt,SWU,SWU,Suwon,Korea
Ventspils Intl Arpt,VNT,VNT,Ventspils,Latvia
Daugavpils Arpt,DGP,DGP,Daugavpils,Latvia
Sasstown Arpt,SAZ,SAZ,Sasstown,Liberia
Sinoe AFC,XSA,SNI,Sinoe,Liberia
Klaipeda Arpt,KLJ,KLJ,Klaipeda,Lithuania
Macau Ferry,XZM,XZM,Macau,Macao
Chelinda Arpt,CEH,CEH,Chelinda,Malawi
Lawas Arpt,LWY,LWY,Lawas,Malaysia
Sentral Railway Station,XKL,KUL,Kuala Lumpur,Malaysia
Tanjung Manis Airport,TGC,TGC,Tanjung Manis,Malaysia
Lts Pulau Redang Arpt,RDN,RDN,Redang,Malaysia
Pangkor Arpt,PKG,PKG,Pangkor,Malaysia
Mulu Arpt,MZV,MZV,Mulu,Malaysia
Long Banga Airfield Arpt,LBP,LBP,Long Banga,Malaysia
Long Akah Arpt,LKH,LKH,Long Akah,Malaysia
Kaadedhdhoo,KDM,MLE,Male,Maldives
Gozo Arpt,GZM,GZM,Gozo,Malta
Ebon Arpt,EBO,EBO,Ebon,Marshall Islands
Salina Cruz Arpt,SCX,SCX,Salina Cruz,Mexico
Saltillo Arpt,SLW,SLW,Saltillo,Mexico
San Cristobal Arpt,SZT,SZT,San Cristobal De Las Casas,Mexico
Villa Constitucion Arpt,VIB,VIB,Villa Constitucion,Mexico
Tulum Arpt,TUY,TUY,Tulum,Mexico
Chichen Itza Arpt,CZA,CZA,Chichen Itza,Mexico
Santa Rosalia Arpt,SRL,SRL,Santa Rosalia,Mexico
Ciudad Constitucion Arpt,CUA,CUA,Ciudad Constitucion,Mexico
Ciudad Mante Arpt,MMC,MMC,Ciudad Mante,Mexico
Ensenada Arpt,ESE,ESE,Ensenada,Mexico
Isla Mujeres Arpt,ISJ,ISJ,Isla Mujeres,Mexico
Ixtepec Arpt,IZT,IZT,Ixtepec,Mexico
Jalapa Arpt,JAL,JAL,Jalapa,Mexico
Francisco P V Y R,LOM,LOM,Lagos De Moreno,Mexico
Servando Canales Arpt,MAM,MAM,Matamoros,Mexico
Santa Lucia Arpt,NLU,MEX,Mexico City,Mexico
San Quintin Arpt,SNQ,SNQ,San Quintin,Mexico
Monclova Arpt,LOV,LOV,Monclova,Mexico
Aeropuerto Del Norte,NTR,MTY,Monterrey,Mexico
Nogales Arpt,NOG,NOG,Nogales,Mexico
Piedras Negras Intl Arpt,PDS,PDS,Piedras Negras,Mexico
Pinotepa Nacional Arpt,PNO,PNO,Pinotepa Nacional,Mexico
Playa Del Carmen Arpt,PCM,PCM,Playa Del Carmen,Mexico
Alamos Arpt,XAL,XAL,Alamos,Mexico
Apatzingan Arpt,AZG,AZG,Apatzingan,Mexico
TIZIMIN ARPT,TZM,TZM,TIZIMIN,Mexico
Bahia De Los Angeles Arpt,BHL,BHL,Bahia De Los Angeles,Mexico
Zagora Airport,OZG,OZG,Zagora,Morocco
Chimoio Airport,VPY,VPY,Chimoio,Mozambique
Tete Arpt,TCV,TET,Tete,Mozambique
Kawthaung,KAW,KAW,Kawthaung,Myanmar
Pauk Airport,PAU,PAU,Pauk,Myanmar
Pakokku Airport,PKK,PKK,Nyaung-U,Myanmar (Burma)
Windhoek Railway Station,ZWH,WDH,Windhoek,Namibia
Eros Arpt,ERS,WDH,Windhoek,Namibia
Swakopmund Railway Station,ZSZ,SWP,Swakopmund,Namibia
Rosh Pina Airport,RHN,RHN,Rosh Pina,Namibia
Taplejung Airport,TPJ,TPJ,Taplejung,Nepal
Nepalgunj Airport,KEP,KEP,Manikapur,Nepal
Phaplu Airport,PPL,PPL,Phaplu,Nepal
Simara Airport,SIF,SIF,Gadhimai,Nepal
Amersfoort Railway Service,QYM,QYM,Amersfoort,Netherlands
Arnhem Rail Station,ZYM,QAR,Arnhem,Netherlands
Eindhoven Rail Station,ZYE,EIN,Eindhoven,Netherlands
Enschede Railway Station,QYE,ENS,Enschede,Netherlands
Hengelo Railway Service,QYH,QYH,Hengelo,Netherlands
Lelystad Arpt,LEY,LEY,Lelystad,Netherlands
Maastricht Rail Station,ZYT,MST,Maastricht,Netherlands
Hague Arpt,HAG,HAG,The Hague,Netherlands
The Hague Railways Station,ZYH,HAG,The Hague,Netherlands
Volkel Arpt,UDE,UDE,Uden,Netherlands
Utrecht Rail Station,ZYU,UTC,Utrecht,Netherlands
Soesterberg Arpt,UTC,UTC,Utrecht,Netherlands
Ardmore Airport,AMZ,AMZ,Ardmore,New Zealand
Mechanics Bay Arpt,MHB,AKL,Auckland,New Zealand
Coromandel Arpt,CMV,CMV,Coromandel,New Zealand
Great Barrier Island Arpt,GBZ,GBZ,Great Barrier Island,New Zealand
Kaikoura Arpt,KBZ,KBZ,Kaikoura,New Zealand
Pukaki Twizelarpt,TWZ,MON,Mount Cook,New Zealand
Dargaville Aerodrome,DGR,DGR,Turiwiri,New Zealand
Royal Air Force Base Airport,OHA,OHA,Ohakea,New Zealand
Thames Arpt,TMZ,TMZ,Thames,New Zealand
Warri Airport,QRW,QRW,Warri,Nigeria
Port Harcourt City Arpt,PHG,PHC,Port Harcourt,Nigeria
Sam Mbakwe Airport,QOW,QOW,Owerri,Nigeria
Asaba International Arpt,ABB,ABB,Asaba,Nigeria
Akwa Ibom International Airport,QUO,QUO,Uyo,Nigeria
Lillestrom Rail Station,XKI,OSL,Oslo,Norway
Lillehammer Rail Station,XXL,XXL,Lille Hammer,Norway
Hamar Arpt,HMR,HMR,Hamar,Norway
Rade Rail Station,ZXX,ZXX,Rade,Norway
Fredrikstad Rail Station,XKF,OSL,Oslo,Norway
Rygge Rail Station,ZXU,ZXU,Rygge,Norway
Rena Rail Station,XKE,OSL,Oslo,Norway
Finse Rail Station,XKN,BGO,Bergen,Norway
Sandejford Rail Station,ZYS,ZYS,Sandefjord,Norway
Oslo Central Station,XZO,OSL,Oslo,Norway
Voss Rail Station,XVK,BGO,Bergen,Norway
Sandvika Rail Station,ZYW,ZYW,Sandvika,Norway
Bergen Norway Railway Stattion,QFV,BGO,Bergen,Norway
Rognan Rail Station,ZXM,BOO,Bodo,Norway
Halden Rail Station,XKD,OSL,Oslo,Norway
Kongsberg Rail Station,XKB,OSL,Oslo,Norway
Drangedal Rail Station,ZVD,ZVD,Drangedal,Norway
Fauske Rail Station,ZXO,ZXO,Fauske,Norway
Sarpsborg Rail Station,XKQ,OSL,Oslo,Norway
Moss Rail Station,XKM,OSL,Oslo,Norway
Dagali Arpt,DLD,DLD,Geilo,Norway
Drammen Rail Station,XND,OSL,Oslo,Norway
Dombas Rail Station,XGP,GLL,Gol City,Norway
Vinstra Rail Station,XKZ,GLL,Gol City,Norway
Harbour Arpt,QFQ,QFQ,Maloy,Norway
Klanten Arpt,GLL,GLL,Gol City,Norway
Larvik Rail Station,XKK,SKE,Skien,Norway
Asker Rail Station,XGU,OSL,Oslo,Norway
Porsgrunn Rail Station,XKP,SKE,Skien,Norway
Marnardal Rail Station,ZYY,ZYY,Marnardal,Norway
Stavanger Rail Station,ZWC,SVG,Stavanger,Norway
Sira Rail Station,XOQ,SVG,Stavanger,Norway
Sandnes Rail Station,XKC,SVG,Stavanger,Norway
Grong Rail Station,XKG,XKJ,Steinkjer,Norway
Steinkjer Rail Station,XKJ,XKJ,Steinkjer,Norway
Notodden Arpt,NTB,NTB,Notodden,Norway
Oppdal Rail Station,XOD,TRD,Trondheim,Norway
Trondheim Rail Station,XZT,TRD,Trondheim,Norway
Vegarshei Rail Station,ZYV,ZYV,Vegarshei,Norway
Kongsvinger Rail Station,XZD,XZD,Kongsvinger,Norway
Arendal Rail Station,XGD,KRS,Kristiansand,Norway
Kristiansand Rail Station,XKR,KRS,Kristiansand,Norway
Andalsnes Rail Station,XGI,KSU,Kristiansund,Norway
Duqm International Airport,DQM,DQM,"Duqm, Oman",Oman
Gilgit Arpt,GIL,GIL,Gilgit,Pakistan
Hyderabad,HDD,HDD,Hyderabad,Pakistan
Bhagatanwala Arpt,BHW,SGI,Sargodha,Pakistan
Skardu Airport,KDU,KDU,Skardu,Pakistan
Chitral Airport,CJL,CJL,Chitral,Pakistan
Gaza International Arpt,GZA,GZA,Gaza,Palestine
Chitre Airfield,CTD,CTD,Chitre,Panama
EFOGI AIRPORT,EFG,EFG,Efogi,Papua New Guinea
FANE AIRPORT,FNE,FNE,Fane,Papua New Guinea
Garaina Arpt,GAR,GAR,Garaina,Papua New Guinea
KAGI AIRPORT,KGW,KGW,Kagi,Papua New Guinea
Kerema Airport,KMA,KMA,Kerema,Papua New Guinea
Kokoro Arpt,KOR,KOR,Kokoro,Papua New Guinea
Lihir Island Arpt,LNV,LNV,Lihir Island,Papua New Guinea
Tingwon Arpt,TIG,TIG,Tingwon,Papua New Guinea
Tadji Airport,TAJ,ATP,Aitape,Papua New Guinea
Aropa Airport,KIE,KIE,"Kieta, Papua New Guinea",Papua New Guinea
Aitape Airport,ATP,ATP,Aitape,Papua New Guinea
Aua Island Arpt,AUI,AUI,Aua Island,Papua New Guinea
BOSSET AIRPORT,BOT,BOT,BOSSET,Papua New Guinea
Inc Arpt,VMI,VMI,Vallemi,Paraguay
Mcal Lopez Arpt,CIO,CIO,Concepcion,Paraguay
Fuerte Olimpo Arpt,OLK,OLK,Fuerte Olimpo,Paraguay
Puerto La Victoria Arpt,PCJ,PCJ,Puerto La Victoria,Paraguay
Huanuco Arpt,HUU,HUU,Huanuco,Peru
Machu Picchu Arpt,MFT,MFT,Machu Picchu,Peru
Pisco Airport,PIO,PIO,Pisco,Peru
Sangley Point NAS,SGL,MNL,Manila,Philippines
San Fernando Arpt,SFE,SFE,San Fernando,Philippines
Subic Bay Intl Arpt,SFS,SFS,Subic Bay,Philippines
